ticker,calendarDate,accumulatedOtherComprehensiveIncome,assets,assetsCurrent,assetsNonCurrent,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital,change_leverage,change_curr_ratio,change_shares,change_gross_margin
AMP,2019-12-31,262000000,151828000000,,,46.485,-43000000,6213000000,6213000000,728000000,463000000,,25.502,4926000000,,,4926000000,0,51000000,14430000000,0.025,0.97,736000000,787000000,0.239,787000000,736000000,534000000,3.59,3.52,3.59,5729000000,5729000000,17939127180.0,6.0,5.439,-276000000,-2.239,1,2559000000,0.779,0,202000000,150541000000,0,39521000000,,,146099000000,,,19226127180.0,-1353000000,934000000,-550000000,-30000000,-124000000,150000000,-1498000000,-2790000000,-233000000,24000000,463000000,463000000,463000000,0,0,0.141,1823000000,736000000,1884000000,0.27,3.356,10.156,11.048,0,0,156.0,1.483,1.483,7210000000,14279000000.0,3287000000,3287000000,0,35000000,1830000000,1.0,123244405,123244405,,26.671,151828000000,0,71000000,0,1231.926,,-46000000,,-3451179,-0.0419999999999999
AMT,2020-03-31,-4271700000,40789100000,2504900000.0,38284200000.0,8.203,-214400000,1400300000,1400300000,552000000,418600000,0.486,9.956,31192000000,3116800000.0,28075200000.0,31192000000,408500000,472300000,0,0.017,1.08,644900000,1117200000,0.561,1117200000,644900000,436100000,0.94,0.93,0.94,3634400000,3634400000,134771097346.0,50.0,30.847,585600000,1.322,1,1441100000,0.723,17549400000,208800000,47877000000,0,407000000,0.0,407000000.0,36183100000,5154400000.0,31028700000.0,104979397346.0,-177700000,-49300000,-28600000,503600000,-454900000,-606000000,-253400000,5800000,800000000,-118300000,415000000,415000000,415000000,0,3600000,0.208,704300000,736800000,604500000,1.149,28.885,55.096,54.944,18419600000,0,236.81,13.528,13.521,623900000,-1082500000.0,1993100000,1993100000,0,47700000,217800000,1.0,443306437,443055000,445832000.0,4.499,23239700000,126400000,21100000,0,52.453,-2649500000.0,131700000,0.0209999999999999,394633,0.009
AMZN,2020-03-31,-2063000000,221238000000,85985000000.0,135253000000.0,131.068,-5428000000,27201000000,27201000000,44257000000,2535000000,1.079,2.389,63737000000,0.0,63737000000.0,63737000000,8864000000,5362000000,0,0.0,0.0,3681000000,9043000000,0.12,9043000000,3681000000,3279000000,5.09,5.01,5.09,65272000000,65272000000,1176757960190.0,81.0,31.998,-2364000000,-4.747,1,31195000000,0.413,14739000000,402000000,163324000000,18857000000,22091000000,22091000000.0,0.0,155966000000,79711000000.0,76255000000.0,1140221960190.0,-8905000000,-91000000,0,-2591000000,0,-2591000000,-8894000000,-3375000000,3064000000,-484000000,2535000000,2535000000,2535000000,0,0,0.034,27206000000,3989000000,40056000000,0.0,17.469,107.955,107.275,104058000000,0,2286.04,3.849,3.843,17836000000,33755000000.0,75452000000,75452000000,9325000000,1757000000,6280000000,1.0,498776032,498000000,506000000.0,151.51,206499000000,0,744000000,0,414.657,6274000000.0,532000000,-0.018,965588,0.0299999999999999
AN,2019-12-31,0,10543300000,4411100000.0,6132200000.0,35.095,-82500000,42000000,42000000,4653300000,157700000,0.865,2.334,2409100000,525600000.0,1883500000.0,2409100000,0,46800000,0,0.0,0.0,265300000,312100000,0.056,312100000,265300000,211200000,1.75,1.74,1.75,3162100000,3162100000,6611759226.0,8.0,6.373,21200000,0.235,1,895600000,0.161,2083500000,54100000,5726700000,3305800000,0,0.0,0.0,7381200000,5100200000.0,2281000000.0,4244659226.0,-3000000,48400000,4700000,-109100000,0,-104400000,-2300000,0,103700000,0,157700000,157700000,157700000,0,0,0.028,691600000,204000000,3866100000,0.0,1.342,9.433,9.507,3507700000,0,47.44,0.199,0.2,916700000,3688300000.0,5548900000,5548900000,0,3000000,644800000,1.0,89474267,90100000,90800000.0,61.586,8459800000,0,53500000,135100000,93.893,-689100000.0,-163300000,0.018,261887,-0.001
ANF,2019-12-31,-108886000,3549665000,1264749000.0,2284916000.0,16.829,-48411000,671267000,671267000,495287000,85200000,1.551,2.341,1767426000,282829000.0,1484597000.0,1767426000,0,48715000,0,0.086,0.2,120263000,168978000,0.143,168978000,120263000,117434000,1.28,1.27,1.28,1058810000,1058810000,1669633336.0,26.0,7.013,286113000,4.548,1,689264000,0.582,0,2829000,3830470000,434326000,0,0.0,0.0,2478487000,815354000.0,1663133000.0,573474336.0,260241000,0,0,-10000000,-12551000,-24965000,-48411000,0,334524000,-907000,83132000,83132000,83132000,0,2068000,0.07,566933000,122331000,219919000,0.156,0.542,14.571,15.262,1896244000,0,9.31,0.158,0.166,80251000,2313745000.0,1184551000,1184551000,0,5543000,563486000,1.0,61597673,62916000,68316000.0,18.828,3549665000,0,34302000,10392000,56.419,449395000.0,6887000,0.141,-1150425,-0.019
AON,2020-03-31,-4409000000,30282000000,17345000000.0,12937000000.0,13.589,-59000000,690000000,690000000,0,791000000,1.014,8.527,9021000000,1884000000.0,7137000000.0,9021000000,0,138000000,0,0.007,0.0,1044000000,1182000000,0.367,1182000000,1044000000,961000000,3.31,3.29,3.31,3169000000,3169000000,49512583715.0,21.0,17.144,279000000,1.196,1,3219000000,1.0,9039000000,83000000,12463000000,0,170000000,170000000.0,0.0,27022000000,17111000000.0,9911000000.0,41181583715.0,-100000000,-304000000,-463000000,719000000,-102000000,82000000,-438000000,-75000000,338000000,-82000000,772000000,772000000,772000000,1000000,19000000,0.24,2186000000,1033000000,1549000000,0.0,12.995,25.034,25.495,1563000000,0,178.21,3.714,3.748,3554000000,1455000000.0,3219000000,3219000000,0,76000000,1522000000,1.0,231084584,233200000,234500000.0,13.804,21243000000,638000000,189000000,189000000,91.093,234000000.0,738000000,-0.044,-497510,0.0
APA,2019-12-31,16000000,18107000000,1961000000.0,16146000000.0,8.634,-485000000,247000000,247000000,1791000000,-3247000000,1.057,4.191,8566000000,11000000.0,8555000000.0,8566000000,0,721000000,0,0.04,0.25,-2651000000,-1930000000,-1.188,-1930000000,-2651000000,-2748000000,-7.9,-7.9,-7.9,3255000000,3255000000,17721718682.0,-7.0,58.876,293000000,0.777,1,-166000000,-0.102,0,97000000,24571000000,0,1258000000,0.0,1258000000.0,13642000000,1855000000.0,11787000000.0,9402718682.0,84000000,0,2000000,161000000,-94000000,-31000000,-663000000,-164000000,778000000,0,-2960000000,-2976000000,-2976000000,0,-287000000,-1.831,2843000000,-3009000000,695000000,-0.032,2.889,-2.646,-2.643,14158000000,16000000,24.92,1.489,1.488,1062000000,-5601000000.0,1625000000,1625000000,0,0,83000000,1.0,377316159,377000000,377000000.0,4.31,18107000000,0,212000000,346000000,48.029,106000000.0,154000000,0.0309999999999999,1279872,-0.249
APC,2019-06-30,-379000000,41129000000,3471000000.0,37658000000.0,15.831,-1278000000,1394000000,1394000000,806000000,-945000000,0.915,4.091,18229000000,31000000.0,18198000000.0,18229000000,0,1161000000,0,0.016,0.3,-567000000,594000000,0.173,594000000,-567000000,-816000000,-2.09,-2.09,-2.09,7773000000,7773000000,54036651661.0,43.0,9.367,-502000000,-1.022,1,2636000000,0.766,5614000000,249000000,48558000000,0,0,0.0,0.0,31798000000,3792000000.0,28006000000.0,37201651661.0,-629000000,0,30000000,233000000,-149000000,-149000000,-1257000000,0,776000000,1000000,-1025000000,-1025000000,-1025000000,0,80000000,-0.298,2851000000,-215000000,1729000000,-0.144,4.786,-64.699,-62.218,29091000000,0,74.04,2.714,2.652,1779000000,-149000000.0,3442000000,3442000000,90000000,0,368000000,1.0,502453426,491000000,491000000.0,7.01,35515000000,0,209000000,2555000000,72.332,-321000000.0,305000000,0.145,334637,0.004
APD,2020-03-31,-2478200000,19501200000,4688500000.0,14812700000.0,51.41,-482900000,2220100000,2220100000,1460100000,490400000,2.595,0.684,3312600000,67400000.0,3245200000.0,3312600000,0,294700000,0,0.023,1.34,645600000,940300000,0.424,940300000,645600000,626300000,2.16,2.15,2.16,11371900000,11371900000,47752461272.0,19.0,12.895,88600000,0.401,1,756200000,0.341,1163200000,19300000,17623600000,399700000,2155400000,0.0,2155400000.0,7777500000,1806900000.0,5970600000.0,46659961272.0,-186000000,-15600000,14700000,-23500000,-256000000,-267500000,-445700000,52800000,571500000,-44300000,477800000,477800000,477800000,14300000,12600000,0.216,179000000,577200000,1649100000,0.62,4.103,23.995,24.008,10623700000,0,211.27,5.197,5.205,1939100000,14537200000.0,2216300000,2216300000,19200000,13000000,201700000,1.0,220854647,221200000,222300000.0,10.019,18338000000,0,148500000,934800000,82.902,2881600000.0,-28600000,0.0,176165,0.0
APH,2020-03-31,-525100000,12077700000,5517500000.0,6560200000.0,14.747,-59600000,2383600000,2383600000,1302200000,243200000,2.542,1.74,5092400000,500900000.0,4591500000.0,5092400000,0,72100000,0,0.011,0.25,316900000,389000000,0.209,389000000,316900000,288100000,0.81,0.79,0.81,4385800000,4385800000,28206017777.0,18.0,15.304,324700000,1.092,1,559800000,0.301,5274400000,28800000,7341900000,1325000000,0,0.0,0.0,7632000000,2170200000.0,5461800000.0,25497217777.0,1481100000,-16500000,-227200000,1497100000,-74400000,1187400000,-70400000,5700000,384300000,-20200000,242100000,242100000,242100000,0,1100000,0.13,242900000,316900000,817200000,0.309,5.814,22.574,22.676,982400000,0,86.17,3.137,3.153,1540500000,3248500000.0,1862000000,1862000000,0,15400000,242900000,1.0,295894369,297400000,306500000.0,6.261,6803300000,0,46000000,390800000,22.876,3347300000.0,1485700000,0.5669999999999997,-2206786,-0.015
APOL,2016-12-31,-97933000,1955243000,1081689000.0,873554000.0,9.687,-20872000,642145000,642145000,275341000,3199000,1.588,0.834,56781000,23530000.0,33251000.0,56781000,234794000,28582000,145018000,0.0,0.0,9718000,38300000,0.079,38300000,9718000,8293000,0.04,0.04,0.04,1062939000,1062939000,506659559.0,-45.0,4.494,-4418000,-0.04,1,209158000,0.432,445109000,1425000,243664000,0,124285000,117392000.0,6893000.0,886324000,681106000.0,205218000.0,1092023559.0,53250000,0,-997000,-32377000,0,-33374000,70858000,91578000,16454000,-688000,4070000,4070000,4070000,0,-871000,0.008,200754000,8404000,63360000,0.0,1.027,-55.379,-52.316,321345000,0,9.94,0.546,0.545,246306000,5018613000.0,484499000,484499000,0,3401000,142292000,1.0,109861525,109724000,110186000.0,4.416,1510134000,93761000,4223000,15479000,13.763,400583000.0,-34014000,0.066,236824,0.019
ARG,2016-03-31,-18402000,6134956000,1384198000.0,4750758000.0,28.214,-84302000,55809000,55809000,549677000,77367000,1.206,2.0,2588185000,633365000.0,1954820000.0,2588185000,0,89976000,0,0.017,0.6,135625000,225601000,0.174,225601000,135625000,119994000,1.07,1.05,1.07,2045298000,2045298000,12914738904.0,22.0,13.702,147109000,2.029,1,744407000,0.575,1612942000,15631000,5906556000,459521000,0,0.0,0.0,4089658000,1147834000.0,2941824000.0,10382362904.0,8932000,-1375000,18928000,-124722000,-43543000,-137578000,-84901000,0,231411000,0,77367000,77367000,77367000,0,0,0.06,612006000,132401000,165781000,0.561,5.076,30.763,31.0,3090543000,0,142.6,1.954,1.97,667399000,2377843000.0,1294084000,1294084000,0,3454000,507456000,1.0,72807594,72492000,73699000.0,17.851,4522014000,69908000,42627000,894344000,62.379,236364000.0,-113941000,0.0839999999999998,379111,0.002
ATI,2019-12-31,-1201700000,5634600000,2303000000.0,3331600000.0,16.577,-69900000,490800000,490800000,849300000,60000000,2.712,1.647,1398900000,11500000.0,1387400000.0,1398900000,0,36500000,0,0.0,0.0,41800000,78300000,0.077,78300000,41800000,17700000,0.45,0.41,0.45,2090100000,2090100000,3360460019.0,10.0,7.013,170200000,1.35,1,169300000,0.166,525800000,24100000,5167700000,1155300000,0,0.0,0.0,3441400000,849200000.0,2592200000.0,2452360019.0,-20500000,2200000,-9900000,-178900000,0,-192900000,-67700000,0,240100000,0,56500000,56500000,56500000,0,3500000,0.055,70800000,98500000,521200000,0.0,1.173,9.52,9.488,2450100000,0,19.45,0.595,0.595,554100000,1679300000.0,1018600000,1018600000,0,0,66300000,1.0,126085348,126085348,,8.079,5108800000,0,-38800000,0,40.519,1453800000.0,-154900000,-0.4619999999999997,0,0.009
AVB,2019-12-31,-31503000,19121051000,,,78.138,-438017000,127614000,127614000,190391000,167671000,,0.74,7436758000,,,7436758000,0,171365000,0,0.027,1.52,223665000,395030000,0.666,395030000,223665000,169475000,1.2,1.2,1.2,10989549000,10989549000,39378347661.0,39.0,23.663,-131135000,-0.932,1,403175000,0.679,0,54190000,26430195000,0,165806000,,,8127601000,,,32069203661.0,-207140000,1136000,201936000,-66860000,-212179000,-77357000,-436665000,1674000,306882000,0,167650000,167650000,167650000,0,21000,0.282,186396000,216779000,0,1.267,2.918,40.802,40.429,18557950000,0,228.02,13.795,13.795,0,282913000.0,593566000,593566000,0,4811000,12602000,1.0,140642065,140642065,,4.22,19121051000,0,1825000,0,135.955,,-61226000,,980270,0.016
AVP,2019-09-30,-1049700000,3070200000,1650300000.0,1419900000.0,-1.989,-9300000,564200000,564200000,468200000,106600000,1.202,-3.893,1847000000,116200000.0,1730800000.0,1847000000,0,24000000,0,0.0,0.0,170400000,194400000,0.164,194400000,170400000,138400000,0.2,0.2,0.2,-882100000,-882100000,3185523734.0,18.0,11.508,10800000,0.024,1,719800000,0.606,82500000,32000000,2897200000,499400000,0,0.0,0.0,3434300000,1373300000.0,2061000000.0,1902723734.0,143200000,23400000,100000,100700000,0,120900000,15100000,0,20100000,-12900000,106900000,106900000,106900000,6300000,-300000,0.09,564200000,155600000,642000000,0.0,-2.157,-83.088,-30.643,649300000,0,4.29,0.384,0.384,303000000,2270000000.0,1188000000,1188000000,0,3700000,622100000,1.0,443525346,443525346,,2.679,2987700000,174200000,31500000,236000000,6.736,277000000.0,106700000,0.3229999999999999,192611,0.029
AVY,2020-03-31,-412000000,6260900000,2913600000.0,3347300000.0,14.086,-39400000,742000000,742000000,1237900000,134200000,1.138,4.336,2820300000,832300000.0,1988000000.0,2820300000,0,47500000,0,0.021,0.58,199300000,246800000,0.143,246800000,199300000,180500000,1.61,1.6,1.61,1173400000,1173400000,11084857583.0,14.0,11.43,-35000000,-0.42,1,485100000,0.282,1225700000,18800000,4553400000,723300000,0,0.0,0.0,5087500000,2560100000.0,2527400000.0,9006557582.0,488300000,-245900000,-45200000,887300000,-48400000,773700000,-285600000,-300000,4400000,-4200000,134200000,134200000,134200000,0,0,0.078,281000000,204100000,1030800000,0.36,7.676,15.404,15.527,1232000000,0,108.07,1.277,1.276,1222500000,3064800000.0,1723000000,1723000000,0,6300000,281000000,1.0,83340035,83300000,84100000.0,20.684,5035200000,224800000,46300000,122900000,60.447,353500000.0,880800000,0.0989999999999999,42483,0.0089999999999999
AXP,2020-03-31,-2996000000,186060000000,,,26.03,-335000000,36095000000,36095000000,0,367000000,,7.857,56085000000,,,56085000000,0,337000000,77962000000,0.02,0.43,452000000,789000000,0.103,789000000,452000000,452000000,0.41,0.41,0.41,21006000000,21006000000,86939479572.0,13.0,10.666,-2554000000,-3.165,1,7689000000,1.0,0,0,206050000000,0,82450000000,,,165054000000,,,66949479572.0,14162000000,0,-1007000000,-8729000000,-383000000,-5418000000,21927000000,22262000000,-2219000000,-128000000,367000000,367000000,367000000,0,0,0.048,7237000000,452000000,7977000000,1.049,3.187,12.007,12.602,4798000000,0,83.17,1.756,1.761,44269000000,12161000000.0,7689000000,7689000000,0,43000000,5492000000,1.0,804971499,807000000,808000000.0,9.528,186060000000,0,85000000,0,230.558,,-8192000000,,-3069165,0.0
AZO,2020-03-31,-228337000,12863749000,5300547000.0,7563202000.0,-72.597,-88350000,152970000,152970000,1147600000,299282000,0.917,-8.518,8180817000,234506000.0,7946311000.0,8180817000,0,90670000,0,0.0,0.0,407938000,498608000,0.198,498608000,407938000,363603000,12.7,12.39,12.7,-1711119000,-1711119000,29589697437.0,13.0,11.292,116192000,4.93,1,1366063000,0.543,302645000,44335000,14809391000,4606211000,0,0.0,0.0,14574868000,5779560000.0,8795308000.0,21561850437.0,-5119000,0,-274964000,148007000,0,-126957000,-84202000,4148000,204542000,1498000,299282000,299282000,299282000,0,0,0.119,958125000,407938000,4869914000,0.0,-12.601,13.303,13.688,7055643000,0,913.92,1.785,1.783,340280000,-2534322000.0,2513663000,2513663000,0,12111000,958125000,1.0,23592711,23570000,24160000.0,106.647,12561104000,27945000,64321000,368060000,532.928,-479013000.0,154115000,0.038,0,0.006
BA,2020-03-31,-16333000000,143075000000,111011000000.0,32064000000.0,-17.079,-370000000,15039000000,15039000000,16768000000,-641000000,1.175,-15.772,38927000000,5173000000.0,33754000000.0,38927000000,52883000000,556000000,0,0.063,2.055,-1228000000,-672000000,-0.04,-672000000,-1228000000,-1490000000,-1.11,-1.11,-1.11,-9665000000,-9665000000,97983917667.0,-19.0,-33.614,-4672000000,-8.256,1,140000000,0.008,11313000000,262000000,61148000000,80020000000,1612000000,488000000.0,1124000000.0,152435000000,94502000000.0,57933000000.0,74095917667.0,5552000000,0,21000000,11579000000,-1158000000,10280000000,-379000000,-17000000,-4302000000,-47000000,-628000000,-628000000,-628000000,0,-13000000,-0.037,1547000000,-1407000000,14963000000,-1.851,-7.666,-21.71,-21.774,12405000000,0,131.3,1.05,1.053,14841000000,49854000000.0,16908000000,16908000000,672000000,55000000,873000000,1.0,564325344,565900000,565900000.0,29.878,131762000000,678000000,-862000000,336000000,232.836,16509000000.0,11625000000,0.1240000000000001,1622738,0.052
BAC,2020-03-31,-120000000,2619954000000,,,30.051,0,564642000000,564642000000,0,4010000000,,8.89,456873000000,,,456873000000,0,432000000,1583325000000,0.03,0.18,4531000000,4963000000,0.218,4963000000,4531000000,4531000000,0.4,0.4,0.4,264918000000,264918000000,92464100680.0,3.0,3.056,19043000000,2.16,1,22767000000,1.0,68951000000,0,2443234000000,0,1576387000000,,,2355036000000,,,200233100680.0,88830000000,0,-6362000000,21723000000,-2083000000,161147000000,-90411000000,-88792000000,19043000000,-949000000,4010000000,3541000000,3541000000,0,0,0.156,13475000000,9292000000,0,0.45,0.756,8.833,9.344,10792000000,469000000,23.08,2.2,2.236,69238000000,155866000000.0,22767000000,22767000000,0,543000000,11489000000,1.0,8675610948,8815600000,8862700000.0,2.583,2551003000000,0,521000000,0,289.374,,26704000000,,-52919360,0.0
BAX,2020-03-31,-4177000000,19075000000,8333000000.0,10742000000.0,15.185,-172000000,4110000000,4110000000,1639000000,333000000,2.745,1.474,7018000000,536000000.0,6482000000.0,7018000000,0,199000000,0,0.01,0.22,398000000,597000000,0.213,597000000,398000000,377000000,0.65,0.64,0.65,7699000000,7699000000,49461426225.0,47.0,26.664,100000000,0.197,1,1163000000,0.415,4720000000,21000000,14227000000,1694000000,0,0.0,0.0,11345000000,3036000000.0,8309000000.0,46553426225.0,775000000,-443000000,66000000,1240000000,-111000000,1170000000,-604000000,0,272000000,-63000000,332000000,332000000,332000000,0,1000000,0.118,754000000,409000000,2500000000,0.338,6.047,45.596,45.745,4917000000,0,91.49,4.037,4.022,1892000000,15935000000.0,2802000000,2802000000,146000000,29000000,628000000,1.0,508836225,507000000,516000000.0,5.527,14355000000,0,45000000,0,28.314,5297000000.0,1158000000,0.4220000000000001,1572494,-0.012
